source,buyer_id,company,country,products,category,posted_date,detail_url,notes,quality_tier,official_website,alt_websites,emails,phone,address,contact_person,social,scale_revenue,extra_notes
BeautyIstanbul_2026,SUNCHEM,SUN CHEM,India,MATERIALS PERSONAL CARE;BEAUTY SALON EQUIPMENT &,MATERIALS PERSONAL CARE,2026-05-07~09,www.sunamar.com,Beauty Istanbul 2026 exhibitor · Hall 3 3F 195,B,www.sunamar.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MATERIALS PERSONAL CARE;BEAUTY SALON EQUIPMENT &"
BeautyIstanbul_2026,VANSHICHEMICALSPVTLTD,VANSHI CHEMICALS PVT LTD,India,PERFUMERY,PERFUMERY,2026-05-07~09,www.vanshichemicals.com,Beauty Istanbul 2026 exhibitor · Hall 10   10C 230,C,www.vanshichemicals.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERFUMERY"
BeautyIstanbul_2026,INDONESIAwwwkemlugoid,INDONESIA   www.kemlu.go.id,Hall 8,ISTANBUL CV. AMORE KREASI NATURAL / PT. AMORE NATURA PERFUMERY;SKIN CARE;PERSONAL CARE,ISTANBUL CV. AMORE KREASI NATURAL / PT. AMORE NATURA PERFUMERY,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 840,A,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: ISTANBUL CV. AMORE KREASI NATURAL / PT. AMORE NATURA PERFUMERY;SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,EMBASSYOFTHEREPUBLICOFINDONESI,EMBASSY OF THE REPUBLIC OF INDONESIA,Indonesia   Https://Kemlu.Go.Id/Ankara,HAIR CARE,HAIR CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 840,C,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE"
BeautyIstanbul_2026,PTAKASHAWIRAINTERNATIONALTBK,"PT AKASHA WIRA INTERNATIONAL, TBK",Indonesia   Www.Akashainternational.Com,BEAUTY ACCESSORIES,BEAUTY ACCESSORIES,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 840,C,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: BEAUTY ACCESSORIES"
BeautyIstanbul_2026,PTBINTANGMASTRIYASA,PT BINTANG MAS TRIYASA,Indonesia   Www.Eyelashesworld.Com,PERSONAL CARE;HAIR CARE,PERSONAL CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 840,B,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;HAIR CARE"
BeautyIstanbul_2026,PTKINOINDONESIATBK,PT. KINO INDONESIA TBK.,Indonesia   Www.Kino.Co.Id,PERSONAL CARE,PERSONAL CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 840,C,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE"
BeautyIstanbul_2026,PTSURYAANDALANGLOBALABADI,PT. SURYA ANDALAN GLOBAL ABADI,Indonesia   Www.Sagaindo.Com,PERSONAL CARE;NATURAL & ORGANIC;HOME CARE &,PERSONAL CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 840,A,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;NATURAL & ORGANIC;HOME CARE &"
BeautyIstanbul_2026,RADIANTEDELUXERDLPTSPARINDOMUS,RADIANTE DE LUXE (RDL) / PT.SPARINDO MUSTIKA,Indonesia   Www.Sparindo-Mustika.Com,CLEANING PRODUCTS INGREDIENTS & RAW MATERIALS;PERFUMERY,CLEANING PRODUCTS INGREDIENTS & RAW MATERIALS,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 7 7F 220,B,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CLEANING PRODUCTS INGREDIENTS & RAW MATERIALS;PERFUMERY"
BeautyIstanbul_2026,VANAROMA,VAN AROMA,Indonesia   Www.Vanaroma.Com,SKIN CARE;PERSONAL CARE,SKIN CARE,2026-05-07~09,https://beauty-istanbul.com/,Beauty Istanbul 2026 exhibitor · Hall 4 4D 430,B,,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,CEWAY,CE.WAY,Ireland,PROFESSIONAL BEAUTY PRODUCTS;SKIN CARE;MAKE,PROFESSIONAL BEAUTY PRODUCTS,2026-05-07~09,www.ceway.eu,Beauty Istanbul 2026 exhibitor · Hall 10   10A 520,A,www.ceway.eu,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL BEAUTY PRODUCTS;SKIN CARE;MAKE"
BeautyIstanbul_2026,39ITALIA,(+)39 ITALIA,Italy,UP & COLOR COSMETICS MAKE UP & COLOR COSMETICS;SKIN CARE,UP & COLOR COSMETICS MAKE UP & COLOR COSMETICS,2026-05-07~09,www.39italia.it,Beauty Istanbul 2026 exhibitor · Hall 8 8D 415,B,www.39italia.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: UP & COLOR COSMETICS MAKE UP & COLOR COSMETICS;SKIN CARE"
BeautyIstanbul_2026,ADLERLABSRL,ADLER LAB S.R.L.,Italy,PERSONAL CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,https://www.adlerlab.it,Beauty Istanbul 2026 exhibitor · Hall 3 3E 820,B,https://www.adlerlab.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE"
BeautyIstanbul_2026,ALIADIDEBORAPOLLINA,ALIA DI DEBORA POLLINA,Italy,PROFESSIONAL HAIR CARE;SKIN CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,http://www.alia.bio,Beauty Istanbul 2026 exhibitor · Hall 3 3E 805,B,http://www.alia.bio,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE;SKIN CARE"
BeautyIstanbul_2026,APRINSTRUMENTSSRL,APR INSTRUMENTS SRL,Italy,BEAUTY SALON EQUIPMENT & FURNITURE;HAIR SALON,BEAUTY SALON EQUIPMENT & FURNITURE,2026-05-07~09,www.aprinstruments.com,Beauty Istanbul 2026 exhibitor · Hall 8 8D 725,B,www.aprinstruments.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: BEAUTY SALON EQUIPMENT & FURNITURE;HAIR SALON"
BeautyIstanbul_2026,ARTECNOSRL,ARTECNO SRL,Italy,EQUIPMENT & FURNITURE PERFUMERY; HOME CARE & CLEANING PRODUCTS,EQUIPMENT & FURNITURE PERFUMERY,2026-05-07~09,www.artecno.net,Beauty Istanbul 2026 exhibitor · Hall 3 3D 530,B,www.artecno.net,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: EQUIPMENT & FURNITURE PERFUMERY; HOME CARE & CLEANING PRODUCTS"
BeautyIstanbul_2026,ASDGROUPSRL,ASD GROUP S.R.L.,Italy,MAKE UP & COLOR COSMETICS;SKIN CARE,MAKE UP & COLOR COSMETICS,2026-05-07~09,https://www.sikeliaparfums.com,Beauty Istanbul 2026 exhibitor · Hall 3 3E 845,B,https://www.sikeliaparfums.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;SKIN CARE"
BeautyIstanbul_2026,BALLESTRAMAZZONI,BALLESTRA – MAZZONI,Italy,HAIR CARE;PROFESSIONAL HAIR CARE,HAIR CARE,2026-05-07~09,www.ballestra.com,Beauty Istanbul 2026 exhibitor · Hall 5 5C 200,B,www.ballestra.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE;PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,BAREXITALIANASRL,BAREX ITALIANA SRL,Italy,MAKE UP & COLOR COSMETICS;SKIN CARE;BEAUTY,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.barex.it,Beauty Istanbul 2026 exhibitor · Hall 3 3E 750,A,www.barex.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;SKIN CARE;BEAUTY"
BeautyIstanbul_2026,BELEMAKEUPITALIA,BELE MAKE UP ITALIA,Italy,ACCESSORIES MAKE UP & COLOR COSMETICS;BEAUTY ACCESSORIES,ACCESSORIES MAKE UP & COLOR COSMETICS,2026-05-07~09,https://belecosmetics.com/,Beauty Istanbul 2026 exhibitor · Hall 8 8D 505,B,https://belecosmetics.com/,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: ACCESSORIES MAKE UP & COLOR COSMETICS;BEAUTY ACCESSORIES"
BeautyIstanbul_2026,BELLAOGGI,BELLA OGGI,Italy,HAIR CARE;PROFESSIONAL HAIR CARE,HAIR CARE,2026-05-07~09,www.eurostylespa.com,Beauty Istanbul 2026 exhibitor · Hall 8 8E 410,B,www.eurostylespa.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE;PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,BINACCHICO,BINACCHI & CO,Italy,PROFESSIONAL BEAUTY PRODUCTS;SKIN CARE,PROFESSIONAL BEAUTY PRODUCTS,2026-05-07~09,www.binacchi.com,Beauty Istanbul 2026 exhibitor · Hall 5 5C 240,B,www.binacchi.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL BEAUTY PRODUCTS;SKIN CARE"
BeautyIstanbul_2026,BIOESTHESRL,BIOESTHE SRL,Italy,SKIN CARE;PROFESSIONAL BEAUTY PRODUCTS,SKIN CARE,2026-05-07~09,www.bioesthe.com,Beauty Istanbul 2026 exhibitor · Hall 3 3D 755,B,www.bioesthe.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PROFESSIONAL BEAUTY PRODUCTS"
BeautyIstanbul_2026,BIOSYLSRL,BIOSYL S.R.L.,Italy,PERSONAL CARE;HOME CARE & CLEANING,PERSONAL CARE,2026-05-07~09,https://www.biosyl.com,Beauty Istanbul 2026 exhibitor · Hall 3 3E 800,B,https://www.biosyl.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;HOME CARE & CLEANING"
BeautyIstanbul_2026,BLOGSRL,BLOG SRL,Italy,PRODUCTS;MAKE UP & COLOR COSMETICS NAIL CARE;PERSONAL CARE;SKIN CARE;HAIR CARE,PRODUCTS,2026-05-07~09,www.blogsrl.it,Beauty Istanbul 2026 exhibitor · Hall 8 8D 425,A,www.blogsrl.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PRODUCTS;MAKE UP & COLOR COSMETICS NAIL CARE;PERSONAL CARE;SKIN CARE;HAIR CARE"
BeautyIstanbul_2026,BOTTEGAVERDESRL,BOTTEGA VERDE SRL,Italy,PROFESSIONAL HAIR CARE;SKIN CARE;PERSONAL CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,www.bottegaverde.com,Beauty Istanbul 2026 exhibitor · Hall 3 3D 430,A,www.bottegaverde.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE;SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,BRELILSRLASOCIOUNICO,BRELIL SRL A SOCIO UNICO,Italy,PERSONAL CARE;MAKE UP & COLOR COSMETICS,PERSONAL CARE,2026-05-07~09,www.brelil.it,Beauty Istanbul 2026 exhibitor · Hall 3 3D 715,B,www.brelil.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;MAKE UP & COLOR COSMETICS"
BeautyIstanbul_2026,CDSRL,C.D. SRL,Italy,PROFESSIONAL HAIR CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,www.gerards.com,Beauty Istanbul 2026 exhibitor · Hall 8 8D 615,C,www.gerards.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,CODGROUPSRL,C.O.D. GROUP SRL,Italy,PROFESSIONAL HAIR CARE;HAIR SALON EQUIPMENT &,PROFESSIONAL HAIR CARE,2026-05-07~09,www.codgroup.it,Beauty Istanbul 2026 exhibitor · Hall 3 3D 750,B,www.codgroup.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE;HAIR SALON EQUIPMENT &"
BeautyIstanbul_2026,CERIOTTISRL,CERIOTTI SRL,Italy,HAIR CARE;BEAUTY ACCESSORIES MAKE UP & COLOR COSMETICS,HAIR CARE,2026-05-07~09,http://www.ceriotti.it,Beauty Istanbul 2026 exhibitor · Hall 3 3D 745,B,http://www.ceriotti.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE;BEAUTY ACCESSORIES MAKE UP & COLOR COSMETICS"
BeautyIstanbul_2026,CHRISTIANROSSMILANOSRL,CHRISTIAN ROS'S MILANO SRL,Italy,PROFESSIONAL HAIR CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,www.christianrossmilano.com,Beauty Istanbul 2026 exhibitor · Hall 8 8D 630,C,www.christianrossmilano.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,COMPROFMILANO,COMPROF MILANO,Italy,BEAUTY ACCESSORIES; HAIR SALON EQUIPMENT &,BEAUTY ACCESSORIES,2026-05-07~09,www.comprofmilano.it,Beauty Istanbul 2026 exhibitor · Hall 3 3D 825,B,www.comprofmilano.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: BEAUTY ACCESSORIES; HAIR SALON EQUIPMENT &"
BeautyIstanbul_2026,CONSORSIOPREMAX,CONSORSIO PREMAX,Italy,FURNITURE; BEAUTY SALON EQUIPMENT & FURNITURE PROFESSIONAL HAIR CARE;PERSONAL CARE,FURNITURE,2026-05-07~09,www.premax.it,Beauty Istanbul 2026 exhibitor · Hall 3 3D 720,A,www.premax.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: FURNITURE; BEAUTY SALON EQUIPMENT & FURNITURE PROFESSIONAL HAIR CARE;PERSONAL CARE"
BeautyIstanbul_2026,COSMOSRL,COSM.O SRL,Italy,PROFESSIONAL HAIR CARE;SKIN CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,www.cosmohairproduct.it,Beauty Istanbul 2026 exhibitor · Hall 3 3E 500,B,www.cosmohairproduct.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE;SKIN CARE"
BeautyIstanbul_2026,COSMETICSLABMILANOSRL,COSMETICSLAB MILANO SRL,Italy,PERFUMERY;MAKE UP & COLOR COSMETICS,PERFUMERY,2026-05-07~09,www.cosmeticslab.it,Beauty Istanbul 2026 exhibitor · Hall 3 3E 700,B,www.cosmeticslab.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERFUMERY;MAKE UP & COLOR COSMETICS"
BeautyIstanbul_2026,COSMIVASRL,COSMIVA SRL,Italy,SKIN CARE,SKIN CARE,2026-05-07~09,www.cosmiva.it,Beauty Istanbul 2026 exhibitor · Hall 8 8D 510,C,www.cosmiva.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE"
BeautyIstanbul_2026,DAFNEITALIANPHILOSOPHYSRL,DAFNE ITALIAN PHILOSOPHY SRL,Italy,BEAUTY SALON EQUIPMENT & FURNITURE,BEAUTY SALON EQUIPMENT & FURNITURE,2026-05-07~09,www.glielementi.it,Beauty Istanbul 2026 exhibitor · Hall 8 8D 420,C,www.glielementi.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: BEAUTY SALON EQUIPMENT & FURNITURE"
BeautyIstanbul_2026,DEAPROJECTSAUNAITALIA,DEA PROJECT / SAUNA ITALIA,Italy,PROFESSIONAL HAIR CARE;SKIN CARE;PERSONAL CARE,PROFESSIONAL HAIR CARE,2026-05-07~09,www.saunaitalia.com,Beauty Istanbul 2026 exhibitor · Hall 3 3D 500,A,www.saunaitalia.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL HAIR CARE;SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,DERBESRL,DERBE SRL,Italy,MAKE UP & COLOR COSMETICS;PROFESSIONAL BEAUTY,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.derbe.it,Beauty Istanbul 2026 exhibitor · Hall 3   3E 715,B,www.derbe.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;PROFESSIONAL BEAUTY"
BeautyIstanbul_2026,DIEGODALLAPALMAPROFESSIONAL,DIEGO DALLA PALMA PROFESSIONAL,Italy,PRODUCTS;SKIN CARE PERFUMERY,PRODUCTS,2026-05-07~09,www.diegodallapalmapro.com,Beauty Istanbul 2026 exhibitor · Hall 3   3D 660,B,www.diegodallapalmapro.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PRODUCTS;SKIN CARE PERFUMERY"
BeautyIstanbul_2026,eBeautyPlace,eBeautyPlace,Italy,PROFESSIONAL BEAUTY PRODUCTS;PERSONAL,PROFESSIONAL BEAUTY PRODUCTS,2026-05-07~09,www.ebeautyplace.com,Beauty Istanbul 2026 exhibitor · Hall 8   8E 710,B,www.ebeautyplace.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PROFESSIONAL BEAUTY PRODUCTS;PERSONAL"
BeautyIstanbul_2026,EGERIAPHARMSRL,EGERIA PHARM S.R.L.,Italy,CARE;SKIN CARE PROFESSIONAL HAIR CARE,CARE,2026-05-07~09,www.egeriapharm.it,Beauty Istanbul 2026 exhibitor · Hall 3   3E 815,B,www.egeriapharm.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CARE;SKIN CARE PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,ELGON,ELGON,Italy,DERMOCOSMETICS;SKIN CARE;PERSONAL CARE,DERMOCOSMETICS,2026-05-07~09,www.elgoncosmetic.it,Beauty Istanbul 2026 exhibitor · Hall 3   3D 400,A,www.elgoncosmetic.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: DERMOCOSMETICS;SKIN CARE;PERSONAL CARE"
BeautyIstanbul_2026,ELITEBYMODELBEAUTY,ELITE BY MODEL BEAUTY,Italy,PERSONAL CARE;BEAUTY ACCESSORIES,PERSONAL CARE,2026-05-07~09,www.jpitalia.com,Beauty Istanbul 2026 exhibitor · Hall 8   8E 750,B,www.jpitalia.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;BEAUTY ACCESSORIES"
BeautyIstanbul_2026,ELIZABETHFAYINTERNATIONALSAS,ELIZABETH FAY INTERNATIONAL SAS,Italy,HAIR CARE;NATURAL & ORGANIC;SKIN,HAIR CARE,2026-05-07~09,www.elizabethfay.it,Beauty Istanbul 2026 exhibitor · Hall 8   8E 730,A,www.elizabethfay.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: HAIR CARE;NATURAL & ORGANIC;SKIN"
BeautyIstanbul_2026,EMMEBIITALIASRL,EMMEBI ITALIA SRL,Italy,CARE;PROFESSIONAL HAIR CARE SKIN CARE;PROFESSIONAL HAIR CARE,CARE,2026-05-07~09,www.emmebiitalia.com,Beauty Istanbul 2026 exhibitor · Hall 3   3D 600,A,www.emmebiitalia.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CARE;PROFESSIONAL HAIR CARE SKIN CARE;PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,EMSIBETHSPA,EMSIBETH SPA,Italy,MAKE UP & COLOR COSMETICS;PERSONAL,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.emsibeth.it,Beauty Istanbul 2026 exhibitor · Hall 3   3D 550,B,www.emsibeth.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;PERSONAL"
BeautyIstanbul_2026,ESSECIITALIASPA,ESSECI ITALIA S.P.A.,Italy,CARE;PERFUMERY;BEAUTY ACCESSORIES;BABY BUSINESS SERVICES,CARE,2026-05-07~09,www.essecispa.it,Beauty Istanbul 2026 exhibitor · Hall 8   8E 600,A,www.essecispa.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: CARE;PERFUMERY;BEAUTY ACCESSORIES;BABY BUSINESS SERVICES"
BeautyIstanbul_2026,ESTETICAMAGAZINE,ESTETICA MAGAZINE,Italy,MAKE UP & COLOR COSMETICS;SKIN CARE,MAKE UP & COLOR COSMETICS,2026-05-07~09,www.estetica.it,Beauty Istanbul 2026 exhibitor · Hall 3   3E 515,B,www.estetica.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: MAKE UP & COLOR COSMETICS;SKIN CARE"
BeautyIstanbul_2026,EVERYDAYFORFUTURE,EVERYDAY FOR FUTURE,Italy,PERSONAL CARE;PROFESSIONAL BEAUTY,PERSONAL CARE,2026-05-07~09,www.everydayforfuture.it,Beauty Istanbul 2026 exhibitor · Hall 8   8D 405,B,www.everydayforfuture.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;PROFESSIONAL BEAUTY"
BeautyIstanbul_2026,EXCLUSIVELASHBROWSRL,EXCLUSIVE LASH & BROW SRL,Italy,PRODUCTS;BEAUTY ACCESSORIES NATURAL & ORGANIC;DERMOCOSMETICS;PERSONAL,PRODUCTS,2026-05-07~09,www.mylamination.com,Beauty Istanbul 2026 exhibitor · Hall 3   3D 620,A,www.mylamination.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PRODUCTS;BEAUTY ACCESSORIES NATURAL & ORGANIC;DERMOCOSMETICS;PERSONAL"
BeautyIstanbul_2026,EXPORTMAGAZINE,EXPORT MAGAZINE,Italy,PERSONAL CARE;SKIN CARE,PERSONAL CARE,2026-05-07~09,www.exportmagazine.net,Beauty Istanbul 2026 exhibitor · Hall 3   3E 550,B,www.exportmagazine.net,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: PERSONAL CARE;SKIN CARE"
BeautyIstanbul_2026,FGCOSMETICSSRLSOCIETABENEFIT,F.G. COSMETICS - S.R.L. SOCIETA BENEFIT,Italy,BEAUTY SALON EQUIPMENT & FURNITURE; TRADE,BEAUTY SALON EQUIPMENT & FURNITURE,2026-05-07~09,www.marziaclinic.com,Beauty Istanbul 2026 exhibitor · Hall 8   8D 440,B,www.marziaclinic.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: BEAUTY SALON EQUIPMENT & FURNITURE; TRADE"
BeautyIstanbul_2026,FAPIB,FAPIB,Italy,ASSOCIATION PERSONAL CARE,ASSOCIATION PERSONAL CARE,2026-05-07~09,www.fapib.it,Beauty Istanbul 2026 exhibitor · Hall 3   3E 530,C,www.fapib.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: ASSOCIATION PERSONAL CARE"
BeautyIstanbul_2026,FARMACEUTICIDOTTCICCARELLISPA,FARMACEUTICI DOTT. CICCARELLI S.P.A,Italy,SKIN CARE;PROFESSIONAL HAIR CARE,SKIN CARE,2026-05-07~09,www.ciccarelli.it,Beauty Istanbul 2026 exhibitor · Hall 8   8D 700,B,www.ciccarelli.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;PROFESSIONAL HAIR CARE"
BeautyIstanbul_2026,FARMENICDSPA,FARMEN I.C.D. S.P.A,Italy,INGREDIENTS & RAW MATERIALS;PERFUMERY;PRIVATE,INGREDIENTS & RAW MATERIALS,2026-05-07~09,www.farmenspa.com,Beauty Istanbul 2026 exhibitor · Hall 3   3D 610,A,www.farmenspa.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: INGREDIENTS & RAW MATERIALS;PERFUMERY;PRIVATE"
BeautyIstanbul_2026,FAROTTISRL,FAROTTI SRL,Italy,LABEL & CONTRACT MANUFACTURING PERSONAL CARE;NATURAL & ORGANIC;PERFUMERY,LABEL & CONTRACT MANUFACTURING PERSONAL CARE,2026-05-07~09,www.farotti.com,Beauty Istanbul 2026 exhibitor · Hall 8   8E 515,A,www.farotti.com,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: LABEL & CONTRACT MANUFACTURING PERSONAL CARE;NATURAL & ORGANIC;PERFUMERY"
BeautyIstanbul_2026,FLORINDA,FLORINDA,Italy,SKIN CARE;MAKE UP & COLOR COSMETICS,SKIN CARE,2026-05-07~09,www.ladispensacosmesinaturale.it,Beauty Istanbul 2026 exhibitor · Hall 8   8E 510,B,www.ladispensacosmesinaturale.it,,,,,,,,"Beauty Istanbul 2026 (TUYAP, Istanbul, 5/7~9) exhibitor · 카테고리: SKIN CARE;MAKE UP & COLOR COSMETICS"
